"steam_appid";"nome";"data_de_lancamento";"plataforma";"generos";"avaliacoes_positivas";"avaliacoes_negativas";"media_tempo_jogado";"preco"
12330;"Darkstar One";"2008-02-13";"windows";"Action";256;59;0;6.99
12340;"Jack Keane";"2008-06-27";"windows";"Adventure";46;27;0;6.99
12360;"FlatOut: Ultimate Carnage";"2008-08-26";"windows";"Racing";1967;394;37;16.99
12390;"Exodus from the Earth ";"2008-10-24";"windows";"Action";51;44;0;10.99
12420;"Perimeter 2: New Earth";"2009-02-10";"windows";"Strategy";12;41;0;10.99
12430;"SlamIt Pinball Big Score";"2009-02-23";"windows";"Casual";31;69;2;3.99
12440;"Ankh 2: Heart of Osiris ";"2009-06-16";"windows";"Adventure";23;17;0;10.99
12450;"Ankh 3: Battle of the Gods";"2009-06-16";"windows";"Adventure";12;8;0;10.99
12460;"BC Kings";"2009-06-16";"windows";"Strategy";85;76;0;3.99
12470;"Port Royale 2";"2009-06-16";"windows";"Strategy";174;95;203;2.99
12480;"9th Company: Roots Of Terror";"2009-12-03";"windows";"Strategy";86;67;0;6.99
12500;"PuzzleQuest: Challenge of the Warlords";"2008-01-29";"windows";"Casual";561;80;52;6.99
12510;"Prison Tycoon 3™: Lockdown";"2008-01-29";"windows";"Strategy";18;89;0;6.99
12520;"18 Wheels of Steel: American Long Haul";"2008-01-29";"windows";"Racing";245;111;0;6.99
12530;"Hunting Unlimited™ 2008";"2008-01-29";"windows";"Action;Adventure;Strategy";29;9;0;4.99
12540;"Mahjongg Investigations: Under Suspicion";"2008-07-29";"windows";"Casual";21;6;0;5.99
12560;"Ride! Carnival Tycoon";"2008-07-29";"windows";"Simulation";15;26;0;4.99
12590;"Sprint Cars Road to Knoxville";"2008-07-29";"windows";"Racing";25;24;0;4.99
12600;"Midnight Outlaw: 6 Hours to SunUp";"2008-07-29";"windows";"Racing";10;27;0;4.99
12640;"Drakensang";"2009-03-09";"windows";"RPG";238;72;0;6.99
12670;"Mission Runway";"2009-07-17";"windows";"Simulation";14;6;0;4.99
12710;"Overlord™: Raising Hell";"2009-11-12";"windows;mac;linux";"RPG";946;75;446;6.99
12770;"Rise of the Argonauts";"2009-01-07";"windows";"RPG";365;178;88;4.99
12790;"Damnation";"2009-05-22";"windows";"Action;Adventure";132;182;0;6.99
12810;"Overlord II";"2009-06-24";"windows;mac;linux";"RPG";2116;306;197;6.99
12830;"Operation Flashpoint: Dragon Rising";"2009-10-08";"windows";"Action";1024;580;413;6.99
13000;"Ninja Reflex: Steamworks Edition";"2008-03-21";"windows";"Casual;Indie";48;4;121;3.99
13140;"America's Army 3";"2009-06-17";"windows";"Action";1515;723;12;0.0
13200;"Unreal 2: The Awakening";"2008-03-17";"windows";"Action";240;100;682;8.99
13210;"Unreal Tournament 3 Black";"2009-03-05";"windows";"Action";2414;278;542;13.99
13230;"Unreal Tournament 2004: Editor's Choice Edition";"2004-03-17";"windows";"Action";2211;66;414;8.99
13240;"Unreal Tournament: Game of the Year Edition";"2008-03-17";"windows";"Action";2134;65;565;5.99
13250;"Unreal Gold";"2008-03-17";"windows";"Action";1228;132;67;5.99
13500;"Prince of Persia: Warrior Within™";"2009-08-27";"windows";"Action;Adventure";657;101;307;8.59
13520;"Far Cry®";"2008-04-01";"windows";"Action";3099;609;126;8.59
13530;"Prince of Persia: The Two Thrones™";"2009-08-27";"windows";"Action;Adventure";365;109;205;8.59
13540;"Tom Clancy's Rainbow Six® Vegas";"2008-04-09";"windows";"Action";371;106;0;8.59
13560;"Tom Clancy's Splinter Cell®";"2008-04-01";"windows";"Action";900;147;28;4.29
13570;"Tom Clancy's Splinter Cell Chaos Theory®";"2009-08-27";"windows";"Action";1777;140;22;8.59
13580;"Tom Clancy's Splinter Cell Double Agent®";"2009-02-13";"windows";"Action";356;454;0;8.59
13600;"Prince of Persia®: The Sands of Time";"2009-08-27";"windows";"Action;Adventure";831;122;167;8.59
13620;"Tom Clancy's Ghost Recon® Desert Siege™";"2008-07-15";"windows";"Action";34;2;2;4.29
15000;"Tom Clancy's Rainbow Six Lockdown™";"2009-08-27";"windows";"Action";80;79;20;4.29
15080;"Rayman Raving Rabbids™";"2008-06-13";"windows";"Action;Adventure";239;80;29;4.29
15100;"Assassin's Creed™: Director's Cut Edition";"2008-04-09";"windows";"Action;Adventure";5743;1162;360;8.59
15120;"Tom Clancy's Rainbow Six® Vegas 2";"2008-04-16";"windows";"Action";2582;456;1349;8.59
15130;"Beyond Good and Evil™";"2008-05-13";"windows";"Action;Adventure";1823;186;355;4.29
15160;"Petz® Horsez® 2";"2009-08-27";"windows";"Simulation";76;38;0;4.29
15170;"Heroes of Might & Magic V";"2008-05-13";"windows";"Strategy";1258;183;396;8.59
15190;"Brothers in Arms: Road to Hill 30™";"2008-05-13";"windows";"Action";624;100;69;4.29
15200;"Silent Hunter®: Wolves of the Pacific";"2009-08-27";"windows";"Simulation";234;128;134;8.59
15210;"Silent Hunter® III";"2008-06-13";"windows";"Simulation";685;113;0;4.29
15240;"Silent Hunter®: Wolves of the Pacific U-Boat Missions";"2009-08-27";"windows";"Simulation";70;24;0;4.29
15270;"Cold Fear™";"2008-05-13";"windows";"Action";272;40;0;4.29
15300;"Tom Clancy's Ghost Recon®";"2008-07-15";"windows";"Action";536;45;476;8.59
15320;"IL-2 Sturmovik: 1946";"2008-06-13";"windows";"Simulation";1287;185;1812;8.69
15370;"Heroes of Might & Magic V: Tribes of the East";"2008-10-10";"windows";"Strategy";759;66;6679;8.59
15380;"Heroes of Might & Magic V: Hammers of Fate";"2008-10-10";"windows";"Strategy";84;21;19;8.59
15390;"Brothers in Arms: Hell's Highway™";"2008-10-08";"windows";"Action";823;98;346;8.59
15400;"Harvest: Massive Encounter";"2009-01-23";"windows;mac;linux";"Strategy;Indie";89;21;0;5.79
15500;"The Wonderful End of the World";"2008-07-17";"windows";"Indie;Casual";402;135;0;6.99
15520;"AaAaAA!!! - A Reckless Disregard for Gravity";"2009-09-03";"windows";"Action;Indie;Sports";547;103;151;6.99
15560;"AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome";"2011-11-23";"windows;mac;linux";"Action;Indie;Sports";747;252;136;6.99
15620;"Warhammer 40,000: Dawn of War II";"2009-02-18";"windows;mac;linux";"Strategy";5626;755;628;14.99
15700;"Oddworld: Abe's Oddysee®";"2008-08-28";"windows";"Adventure";2739;442;387;1.99
15710;"Oddworld: Abe's Exoddus®";"2008-08-28";"windows";"Adventure";806;48;67;1.99
15740;"Oddworld: Munch's Oddysee";"2010-12-20";"windows";"Action;Adventure;Strategy";437;155;3;3.99
15750;"Oddworld: Stranger's Wrath HD";"2010-12-20";"windows";"Action;Adventure;Strategy";759;139;98;6.99
15800;"Planet Busters";"2008-06-30";"windows";"Indie;Casual";1;1;0;5.99
15900;"7 Wonders II";"2008-06-10";"windows";"Casual";92;29;0;6.99
15910;"Luxor Amun Rising";"2008-06-10";"windows";"Casual";6;3;0;5.99
15920;"Luxor 2";"2008-06-10";"windows";"Casual";7;14;0;5.99
15930;"Luxor 3";"2008-06-10";"windows";"Casual";52;14;102;5.99
15960;"Little Farm";"2008-06-10";"windows";"Casual";73;35;0;5.99
15970;"Luxor";"2008-06-10";"windows;mac";"Casual";29;14;0;5.99
16000;"Discovery! A Seek and Find Adventure";"2008-07-29";"windows";"Casual";20;29;0;6.99
16020;"Samantha Swift and the Hidden Roses of Athena";"2008-10-31";"windows";"Casual";30;23;0;5.99
16030;"7 Wonders: Treasures of Seven";"2008-11-14";"windows";"Casual";57;21;0;6.99
16040;"Luxor: Quest for the Afterlife ";"2008-12-15";"windows";"Casual";29;14;0;5.99
16060;"Samantha Swift and the Golden Touch";"2009-04-29";"windows";"Casual";26;25;0;5.99
16100;"Virtual Villagers: A New Home";"2008-05-12";"windows";"Casual;Simulation";20;7;0;5.99
16110;"Virtual Villagers: The Lost Children";"2008-05-12";"windows";"Casual;Simulation";11;3;0;5.99
16120;"Plant Tycoon";"2008-05-12";"windows";"Casual;Simulation";48;5;0;5.99
16130;"Fish Tycoon";"2008-05-12";"windows";"Casual;Simulation";35;8;0;5.99
16180;"Virtual Villagers - The Secret City";"2008-05-28";"windows";"Casual;Simulation";32;7;0;5.99
16200;"Virtual Families";"2009-05-06";"windows";"Casual;Simulation";20;7;0;7.49
16450;"F.E.A.R. 2: Project Origin";"2009-02-12";"windows";"Action";3274;509;301;9.99
16500;"Chaos Theory";"2008-05-22";"windows";"Casual;Indie";10;1;0;1.99
16600;"Trials 2: Second Edition";"2008-05-28";"windows";"Indie;Racing;Sports";169;33;382;5.99
16620;"Monster Trucks Nitro ";"2009-01-29";"windows;mac";"Indie;Racing;Sports";21;13;0;16.99
16710;"Insecticide Part 1";"2008-07-01";"windows";"Action;Adventure";308;110;264;0.79
16720;"Velvet Assassin";"2009-05-01";"windows;mac";"Action";1219;832;9;1.69
16730;"Legendary";"2008-12-01";"windows";"Action";1095;1000;90;1.69
16810;"Sid Meier's Civilization IV: Colonization";"2008-09-23";"windows;mac";"Strategy";330;95;1;9.99
16900;"GROUND BRANCH";"2018-08-14";"windows";"Action;Indie;Early Access";599;143;0;15.49
17080;"Tribes: Ascend";"2012-06-27";"windows";"Action;Free to Play";6470;1738;128;0.0
17100;"Children of the Nile: Enhanced Edition";"2008-07-08";"windows";"Strategy;Simulation";180;38;0;5.99
17120;"Children of the Nile: Alexandria";"2008-09-22";"windows";"Strategy;Simulation";54;13;0;1.49
17140;"Hinterland";"2008-09-30";"windows";"RPG;Strategy";113;38;0;6.99
17180;"Mosby's Confederacy";"2008-11-19";"windows";"Strategy";15;6;0;6.99
17300;"Crysis";"2008-09-17";"windows";"Action";6075;1277;313;9.99
17330;"Crysis Warhead®";"2008-09-17";"windows";"Action";1694;312;18;7.99
17390;"SPORE™";"2008-12-19";"windows";"Simulation";15101;2014;1142;14.99
17410;"Mirror's Edge™";"2009-01-14";"windows";"Action;Adventure";17880;2341;260;9.99
17430;"Need for Speed Undercover";"2008-12-19";"windows";"Action;Racing";2351;1081;916;9.99
17440;"SPORE™ Creepy & Cute Parts Pack";"2008-12-19";"windows";"Simulation";481;100;171;9.99
17450;"Dragon Age: Origins";"2009-11-05";"windows";"RPG";6207;468;2061;14.99
17460;"Mass Effect";"2008-12-19";"windows";"Action;RPG";10107;666;612;7.99
17470;"Dead Space";"2009-01-09";"windows";"Action";9136;1049;295;14.99
17480;"Command & Conquer: Red Alert 3";"2009-01-08";"windows";"Strategy";4390;855;575;9.99
17500;"Zombie Panic! Source";"2008-10-03";"windows;linux";"Action;Free to Play;Indie";5267;914;948;0.0
17570;"Pirates, Vikings, and Knights II";"2010-02-12";"windows;mac;linux";"Action;Free to Play;Indie";3839;582;117;0.0
17710;"Nuclear Dawn";"2011-09-26";"windows;mac;linux";"Action;Strategy";1675;441;971;6.99
17740;"Empires Mod";"2008-07-28";"windows;linux";"Action;Free to Play;Strategy";663;115;701;0.0
18000;"Precipice of Darkness, Episode One";"2008-05-21";"windows";"Adventure;RPG";394;42;7;5.99
18020;"Precipice of Darkness, Episode Two";"2008-11-07";"windows";"Adventure;RPG";118;23;0;5.99
18040;"DeathSpank";"2010-10-25";"windows;mac";"Action;Indie;RPG";540;34;1008;7.99
18050;"DeathSpank: Thongs of Virtue";"2010-11-30";"windows;mac";"Action;RPG;Indie";125;18;0;7.99
18070;"The Baconing";"2011-08-31";"windows;mac";"Action;Adventure;RPG";149;37;14;9.99
18120;"Unstoppable Gorg";"2012-01-19";"windows;mac";"Action;Casual;Indie;Strategy";190;48;37;6.99
18300;"Spectraball";"2008-10-20";"windows;mac;linux";"Casual;Indie";297;101;126;3.99
18400;"Crazy Machines 2";"2008-06-20";"windows";"Casual;Strategy";97;108;66;7.19
18420;"Crazy Machines";"2008-12-12";"windows";"Casual;Strategy";98;24;0;6.99
18470;"Helldorado";"2009-04-30";"windows";"Strategy";53;23;0;6.99
18480;"Mata Hari";"2009-07-29";"windows";"Adventure";53;37;1;3.99
18500;"Defense Grid: The Awakening";"2008-12-08";"windows";"Indie;Strategy";3307;113;455;6.99
18600;"Mayhem Intergalactic";"2009-01-22";"windows";"Indie;Strategy";12;10;0;6.99
18700;"And Yet It Moves";"2009-04-02";"windows;mac;linux";"Action;Indie";735;327;17;6.99
18820;"Zero Gear";"2010-01-12";"windows";"Action;Indie;Racing;Sports";652;173;373;3.99
19000;"Silent Hill Homecoming";"2009-03-02";"windows";"Adventure";480;437;58;17.99
19020;"Puzzle Chronicles";"2010-06-25";"windows";"Casual;RPG";16;8;0;7.99
19030;"Rocket Knight";"2010-06-25";"windows";"Action;Adventure";70;22;0;11.99
19080;"Biozone";"2010-06-25";"windows";"Action;Adventure;Casual";1;13;0;7.99
19200;"Tank Universal";"2008-08-21";"windows";"Action;Indie";226;190;39;3.99
19320;"Space Ark";"2012-03-16";"windows";"Action;Indie;Casual";6;8;0;3.99
19500;"Eternity's Child";"2008-07-31";"windows";"Adventure;Indie";16;47;9;2.99
19800;"Brothers in Arms: Earned in Blood™";"2008-10-10";"windows";"Action";303;53;164;4.29
19830;"Tom Clancy's Rainbow Six® 3 Gold";"2008-09-25";"windows";"Action";811;71;43;4.29
19900;"Far Cry® 2: Fortune's Edition";"2008-10-22";"windows";"Action";5292;1739;257;8.59
19980;"Prince of Persia®";"2008-12-10";"windows";"Action;Adventure";948;266;305;8.59
20200;"Galactic Bowling";"2008-10-21";"windows";"Indie;Casual;Sports";6;10;0;13.99
20510;"S.T.A.L.K.E.R.: Clear Sky";"2008-09-15";"windows";"Action;RPG";5550;903;716;7.99
20530;"Red Faction";"2009-08-05";"windows";"Action";1327;151;79;4.99
20540;"Company of Heroes: Tales of Valor";"2009-04-08";"windows";"Strategy";1337;101;226;9.99
20550;"Red Faction II";"2009-08-06";"windows";"Action;Strategy";354;313;0;4.99
20570;"Warhammer® 40,000: Dawn of War® II Chaos Rising";"2010-03-11";"windows;mac;linux";"Strategy";1645;164;186;14.99
20700;"Starscape";"2008-11-03";"windows";"Action;Indie;Strategy";50;15;12;5.99
20710;"Mr. Robot";"2008-11-03";"windows";"Action;Indie;Strategy";55;12;14;5.99
20820;"Shatter";"2010-03-15";"windows;mac;linux";"Action;Indie";963;64;31;6.99
20900;"The Witcher: Enhanced Edition Director's Cut";"2008-09-16";"windows;mac";"Action;RPG";26380;4217;773;6.99
20920;"The Witcher 2: Assassins of Kings Enhanced Edition";"2012-04-16";"windows;mac;linux";"RPG";36427;4710;838;14.99
21000;"LEGO® Batman™: The Videogame";"2008-09-29";"windows";"Action;Adventure";1050;242;490;14.99
21010;"Watchmen: The End is Nigh";"2009-03-04";"windows";"Action";227;120;0;3.99
21030;"Watchmen: The End is Nigh Part 2";"2009-07-29";"windows";"Action";97;51;0;3.99
21090;"F.E.A.R.";"2010-05-21";"windows";"Action";6371;438;389;35.96
21100;"F.E.A.R. 3";"2011-06-21";"windows";"Action";5349;2030;310;12.99
21130;"LEGO® Harry Potter: Years 1-4";"2010-06-25";"windows";"Action;Adventure";1672;460;518;9.99
21300;"Gravitron 2";"2008-09-30";"windows";"Indie;Casual";19;8;0;2.99
21400;"Project Aftermath";"2008-10-03";"windows";"Strategy;Action;Indie";10;5;0;4.79
21500;"Pyroblazer®";"2008-11-13";"windows";"Racing";5;3;0;4.99
21640;"Flock!";"2009-04-07";"windows";"Casual;Strategy";110;34;0;3.49
21660;"Street Fighter® IV";"2009-07-07";"windows";"Action";295;126;0;13.99
21670;"Bionic Commando";"2009-07-28";"windows";"Action;Adventure";649;247;20;6.49
21680;"Bionic Commando: Rearmed";"2009-07-28";"windows";"Action";453;287;15;6.49
21690;"Resident Evil™ 5/ Biohazard 5®";"2009-09-15";"windows";"Action;Adventure";9250;1618;868;13.99
21780;"Driver® Parallel Lines";"2009-02-13";"windows";"Racing";367;46;0;8.59
21800;"Tom Clancy's EndWar™";"2009-02-25";"windows";"Strategy";276;108;384;8.59
21980;"Call of Juarez®: Bound in Blood";"2009-07-02";"windows";"Action";1121;232;13;8.59
22000;"World of Goo";"2008-10-13";"windows;mac;linux";"Indie";3455;237;194;6.99
22100;"Mount & Blade";"2008-11-03";"windows";"Indie;RPG";3205;291;415;7.99
22120;"Penumbra: Black Plague Gold Edition";"2009-01-23";"windows;mac;linux";"Nudity;Gore;Action;Adventure;Indie";1396;79;188;0.0
22130;"Hearts of Iron 2 Complete";"2009-01-23";"windows";"Strategy";220;48;0;9.99
22180;"Penumbra Overture";"2009-03-06";"windows;mac;linux";"Gore;Action;Adventure;Indie";1660;164;37;0.0
22200;"Zeno Clash";"2009-04-21";"windows";"Action;Indie";1980;356;307;6.99
22230;"Rock of Ages";"2011-09-07";"windows";"Action;Indie;Racing;Strategy";2604;244;235;6.99
22300;"Fallout 3";"2008-10-28";"windows";"RPG";9921;2709;588;7.99
22310;"Rogue Warrior";"2009-12-01";"windows";"Action";466;240;29;3.99
22320;"The Elder Scrolls III: Morrowind® Game of the Year Edition";"2009-06-16";"windows";"RPG";9571;540;1135;12.99
22330;"The Elder Scrolls IV: Oblivion® Game of the Year Edition";"2009-06-16";"windows";"RPG";13827;826;1307;12.99
22350;"BRINK";"2011-05-09";"windows";"Action;Free to Play";3493;2331;181;0.0
22370;"Fallout 3: Game of the Year Edition";"2009-12-17";"windows";"RPG";17742;4495;1242;14.99
22380;"Fallout: New Vegas";"2010-10-21";"windows";"Action;RPG";66756;3149;2485;7.99
22450;"Hunted: The Demon’s Forge™";"2011-06-02";"windows";"Action;Adventure";498;213;28;3.99
22500;"Spectromancer";"2009-02-11";"windows";"Strategy";125;19;0;5.99
22600;"Worms Reloaded";"2010-08-26";"windows;mac;linux";"Strategy";2478;430;327;14.99
22610;"Alien Breed: Impact";"2010-06-03";"windows";"Action";776;307;7;6.99
22650;"Alien Breed 2: Assault";"2010-09-22";"windows";"Action";478;226;96;6.99
22670;"Alien Breed 3: Descent";"2010-11-17";"windows";"Action";242;90;1;6.99
23150;"Fluttabyes";"2010-04-20";"windows";"Casual;Indie";13;5;0;1.59
23300;"Yosumin!™";"2009-05-26";"windows";"Casual";102;64;0;3.99
23380;"Gyromancer";"2009-11-18";"windows";"RPG";124;113;73;3.99
23400;"Imperium Romanum Gold Edition";"2008-11-25";"windows";"Simulation;Strategy";191;45;102;7.99
23420;"Europa Universalis: Rome - Gold Edition ";"2008-12-18";"windows";"Strategy";123;52;4975;7.99
23450;"Grand Ages: Rome";"2009-03-05";"windows";"Simulation;Strategy";354;138;319;6.99
23460;"Ceville";"2009-02-27";"windows";"Action;Adventure;Strategy";83;19;0;4.79
23490;"Tropico 3";"2009-11-13";"windows";"Simulation;Strategy";1338;176;291;7.99
23500;"Puzzle Quest: Galactrix";"2009-02-24";"windows";"Casual;RPG";120;136;0;6.99
23530;"Earth Defense Force: Insect Armageddon";"2011-12-14";"windows";"Action";731;95;253;6.99
23600;"Depths of Peril";"2010-11-23";"windows;mac;linux";"Indie;RPG;Strategy";69;24;0;6.99
23700;"Puzzle Kingdoms";"2009-04-27";"windows";"Casual";139;102;175;10.99
24010;"Train Simulator 2019";"2015-09-17";"windows";"Simulation";8573;5336;287;34.99
24200;"DC Universe™ Online";"2011-11-02";"windows";"Action;Adventure;Free to Play;Massively Multiplayer;RPG";10138;2654;2990;0.0
24240;"PAYDAY™ The Heist";"2011-10-20";"windows";"Action";34645;2533;444;10.99
24400;"King Arthur - The Role-playing Wargame";"2009-11-24";"windows";"RPG;Strategy";307;113;6;7.99
24410;"Crusaders: Thy Kingdom Come";"2009-10-08";"windows";"Strategy";13;11;0;6.99
24420;"Aquaria";"2008-12-15";"windows;linux";"Indie";1008;133;48;6.99
24460;"King Arthur: Fallen Champions";"2011-09-16";"windows";"RPG;Strategy";13;20;13;3.99
24480;"King Arthur II: The Role-Playing Wargame";"2012-01-27";"windows";"RPG;Strategy";188;169;46;7.99
24640;"Trainz: Classic Cabon City";"2010-09-01";"windows";"Simulation";14;29;0;14.99
24650;"Trainz Settle and Carlisle";"2010-10-01";"windows";"Simulation";13;17;0;14.99
24670;"Trainz™ Simulator 12";"2011-06-08";"windows";"Simulation";498;364;31;7.19
24720;"SPORE™ Galactic Adventures";"2009-06-26";"windows";"Action;Simulation";1943;453;1905;9.99
24740;"Burnout Paradise: The Ultimate Box";"2009-03-12";"windows";"Racing";9739;1487;431;9.99
24780;"SimCity™ 4 Deluxe Edition";"2010-07-20";"windows;mac";"Simulation;Strategy";3110;959;228;9.99
24790;"Command & Conquer 3: Tiberium Wars";"2009-11-13";"windows";"Strategy";2292;295;646;9.99
24800;"Command & Conquer: Red Alert 3 - Uprising";"2009-10-06";"windows";"Strategy";1449;362;136;9.99
24810;"Command & Conquer 3: Kane's Wrath";"2009-11-13";"windows";"Strategy";1070;76;0;9.99
24840;"Medal of Honor: Airborne";"2009-10-06";"windows";"Action";1725;461;28;9.99
24870;"Need for Speed: Shift";"2009-10-06";"windows";"Racing";1101;415;339;9.99
24960;"Battlefield: Bad Company™ 2";"2010-03-02";"windows";"Action";23093;3877;1200;14.99
24980;"Mass Effect 2";"2010-01-28";"windows";"RPG";10675;542;1087;19.99
25000;"Overgrowth";"2017-10-16";"windows;mac;linux";"Action;Indie";3200;1315;777;22.99
25010;"Lugaru HD";"2010-10-08";"windows;mac;linux";"Action";321;98;13;7.99
